Plot,Location,Year,Type,Rep,Block,Row,Col,DIISet,Female,FemaleGeno,Male,MaleGeno,Entry,Geno,Check?,Stand count,PlantHt,EarHt,Flavor,Tenderness,Husk,Tip,Width,Length,Pollen,Silk
11206,CAMP,2016,Hybrid,1,1,,,4,28,We11401,13,We07403b,133,We11401 x We07403b,,,100,15,,,1,1,13,14,66,
11207,CAMP,2016,Hybrid,1,1,,,3,16,We08411,25,We09426,92,We08411 x We09426,,,110,30,4,3,2,2,13,17,63,
11208,CAMP,2016,Hybrid,1,1,,,3,16,We08411,35,We12401,95,We08411 x We12401,,,100,30,3,2,3,1,16,17,60,
11209,CAMP,2016,Hybrid,1,1,,,3,20,We09403,27,We1095407-4,103,We09403 x We1095407-4,,,120,30,3,3,1,1,14,17,62,
11210,CAMP,2016,Hybrid,1,1,,,3,18,We08417,35,We12401,100,We08417 x We12401,,,120,40,2,2,5,2,13,15,62,
11211,CAMP,2016,Hybrid,1,1,,,1,7,We05401,22,We09415,53,We05401 x We09415,,,100,20,3,2,4,3,14,15,57,
11212,CAMP,2016,Hybrid,1,1,,,2,9,We05410,5,We03418b,71,We05410 x We03418b,,,85,20,5,2,5,2,15,15,57,
11213,CAMP,2016,Hybrid,1,1,,,4,26,We1095407-2,24,We09423a,130,We1095407-2 x We09423a,,,90,30,2,4,2,2,12,16,58,
11214,CAMP,2016,Hybrid,1,1,,,3,23,We09418,10,We06409b,106,We09418 x We06409b,,,90,30,3,3,,,,,56,
11215,CAMP,2016,Hybrid,1,1,,,3,18,We08417,10,We06409b,96,We08417 x We06409b,,,90,20,2,2,3,2,14,15,64,
11216,CAMP,2016,Hybrid,1,1,,,3,18,We08417,25,We09426,97,We08417 x We09426,,,85,25,2,3,3,1,15,16,62,
11217,CAMP,2016,Hybrid,1,1,,,4,26,We1095407-2,8,We05407,126,We1095407-2 x We05407,,,90,25,2,2,4,2,14,13,57,
11218,CAMP,2016,Hybrid,1,1,,,3,37,Wu04819,27,We1095407-4,113,Wu04819 x We1095407-4,,,110,35,4,2,3,1,13,16,63,
11219,CAMP,2016,Hybrid,1,1,,,2,15,We08408,14,We08407,82,We08408 x We08407,,,80,20,3,2,5,2,14,11,56,
11220,CAMP,2016,Hybrid,1,1,,,2,12,We07403a,19,We08421a,78,We07403a x We08421a,,,85,20,1,3,2,1,14,17,58,
11221,CAMP,2016,Hybrid,1,1,,,1,4,We03418a,40,Wu10803R,49,We03418a x Wu10803R,,,110,25,3,1,3,2,16,14,58,
11222,CAMP,2016,Hybrid,1,1,,,,,,,,141,Ambrosia,Check,,100,25,3,3,2,1,13,14,61,
11223,CAMP,2016,Hybrid,1,1,,,3,16,We08411,10,We06409b,91,We08411 x We06409b,,,95,15,2,2,3,1,14,17,61,
11224,CAMP,2016,Hybrid,1,1,,,1,7,We05401,17,We08413,52,We05401 x We08413,,,65,20,3,2,,,,,56,
11225,CAMP,2016,Hybrid,1,1,,,2,9,We05410,34,We11416,75,We05410 x We11416,,,95,30,1,2,4,2,15,14,59,
11226,CAMP,2016,Hybrid,1,1,,,,,,,,144,Tuxana,Check,,85,25,4,3,4,2,13,16,64,
11227,CAMP,2016,Hybrid,1,1,,,,,,,,145,Top Hat,Check,,80,20,3,4,3,4,13,16,64,
11228,CAMP,2016,Hybrid,1,1,,,,,,,,143,Temptation,Check,,90,25,3,2,4,4,14,15,58,
11229,CAMP,2016,Hybrid,1,1,,,2,15,We08408,29,We11403,84,We08408 x We11403,,,95,20,1,2,2,2,16,15,57,
11230,CAMP,2016,Hybrid,1,1,,,,,,,,142,Who Gets Kissed?,Check,,120,35,3,3,3,1,14,18,64,
11301,CAMP,2016,Hybrid,1,2,,,2,33,We11409,34,We11416,90,We11409 x We11416,,,120,40,2,2,,,,,63,
11302,CAMP,2016,Hybrid,1,2,,,1,3,We02406,40,Wu10803R,44,We02406 x Wu10803R,,,120,50,2,3,1,3,14,15,64,
11303,CAMP,2016,Hybrid,1,2,,,1,7,We05401,40,Wu10803R,54,We05401 x Wu10803R,,,105,30,4,2,5,3,14,14,57,
11304,CAMP,2016,Hybrid,1,2,,,4,39,Wu10802R,11,We06410,122,Wu10802R x We06410,,,125,40,1,2,5,2,16,14,61,
11305,CAMP,2016,Hybrid,1,2,,,2,1,We01403,34,We11416,70,We01403 x We11416,,,120,50,4,4,5,2,13,14,63,
11306,CAMP,2016,Hybrid,1,2,,,4,2,We02402,8,We05407,116,We02402 x We05407,,,80,20,,,2,3,13,17,56,
11307,CAMP,2016,Hybrid,1,2,,,3,37,Wu04819,30,We11406,114,Wu04819 x We11406,,,90,20,4,2,2,3,15,16,58,
11308,CAMP,2016,Hybrid,1,2,,,2,12,We07403a,5,We03418b,76,We07403a x We03418b,,,90,20,3,2,1,3,15,16,56,
11309,CAMP,2016,Hybrid,1,2,,,1,4,We03418a,32,We11408,50,We03418a x We11408,,,90,20,3,2,,,,,60,
11310,CAMP,2016,Hybrid,1,2,,,4,28,We11401,24,We09423a,135,We11401 x We09423a,,,120,35,1,1,4,2,17,18,60,
11311,CAMP,2016,Hybrid,1,2,,,,,,,,144,Tuxana,Check,,120,40,3,4,2,4,14,15,64,
11312,CAMP,2016,Hybrid,1,2,,,,,,,,143,Temptation,Check,,90,30,4,3,,,,,59,
11313,CAMP,2016,Hybrid,1,2,,,4,2,We02402,21,We09404,119,We02402 x We09404,,,80,20,1,3,,,,,62,
11314,CAMP,2016,Hybrid,1,2,,,3,20,We09403,25,We09426,102,We09403 x We09426,,,90,30,2,3,1,2,15,17,59,
11315,CAMP,2016,Hybrid,1,2,,,,,,,,142,Who Gets Kissed?,Check,,110,20,,,4,1,14,20,66,
11316,CAMP,2016,Hybrid,1,2,,,2,12,We07403a,14,We08407,77,We07403a x We08407,,,80,20,1,2,4,2,15,15,56,
11317,CAMP,2016,Hybrid,1,2,,,3,23,We09418,27,We1095407-4,108,We09418 x We1095407-4,,,120,50,2,1,3,2,15,16,60,
11318,CAMP,2016,Hybrid,1,2,,,3,16,We08411,30,We11406,94,We08411 x We11406,,,90,15,2,2,3,3,15,14,59,
11319,CAMP,2016,Hybrid,1,2,,,,,,,,145,Top Hat,Check,,85,20,3,3,5,2,14,16,62,
11320,CAMP,2016,Hybrid,1,2,,,1,3,We02406,22,We09415,43,We02406 x We09415,,,120,30,,,2,1,15,20,62,
11321,CAMP,2016,Hybrid,1,2,,,1,36,Wu04806,40,Wu10803R,64,Wu04806 x Wu10803R,,,100,30,1,2,4,2,15,15,61,
11322,CAMP,2016,Hybrid,1,2,,,1,7,We05401,32,We11408,55,We05401 x We11408,,,90,20,5,2,4,2,15,15,56,
11323,CAMP,2016,Hybrid,1,2,,,,,,,,141,Ambrosia,Check,,120,40,5,4,2,1,14,16,61,
11324,CAMP,2016,Hybrid,1,2,,,4,2,We02402,11,We06410,117,We02402 x We06410,,,140,60,2,2,,,,,61,
11325,CAMP,2016,Hybrid,1,2,,,1,3,We02406,6,We04401,41,We02406 x We04401,,,90,40,3,3,2,3,12,15,64,
11326,CAMP,2016,Hybrid,1,2,,,2,12,We07403a,34,We11416,80,We07403a x We11416,,,95,30,1,2,3,4,15,16,60,
11327,CAMP,2016,Hybrid,1,2,,,4,2,We02402,24,We09423a,120,We02402 x We09423a,,,120,40,2,2,5,2,13,18,60,
11328,CAMP,2016,Hybrid,1,2,,,3,23,We09418,30,We11406,109,We09418 x We11406,,,80,20,4,2,2,3,15,16,55,
11329,CAMP,2016,Hybrid,1,2,,,4,31,We11407,21,We09404,139,We11407 x We09404,,,65,20,4,3,,,,,56,
11330,CAMP,2016,Hybrid,1,2,,,4,28,We11401,21,We09404,134,We11401 x We09404,,,115,30,,,2,2,15,16,63,
11401,CAMP,2016,Hybrid,1,3,,,1,38,Wu07812,22,We09415,58,Wu07812 x We09415,,,110,30,1,3,3,2,15,16,62,
11402,CAMP,2016,Hybrid,1,3,,,2,33,We11409,14,We08407,87,We11409 x We08407,,,115,30,5,3,,,,,63,
11403,CAMP,2016,Hybrid,1,3,,,2,15,We08408,34,We11416,85,We08408 x We11416,,,125,35,1,2,5,3,15,16,62,
11404,CAMP,2016,Hybrid,1,3,,,2,1,We01403,29,We11403,69,We01403 x We11403,,,130,50,4,2,4,1,16,16,64,
11405,CAMP,2016,Hybrid,1,3,,,4,26,We1095407-2,13,We07403b,128,We1095407-2 x We07403b,,,110,20,1,2,1,2,14,19,59,
11406,CAMP,2016,Hybrid,1,3,,,,,,,,145,Top Hat,Check,,120,40,5,2,5,3,14,16,62,
11407,CAMP,2016,Hybrid,1,3,,,,,,,,144,Tuxana,Check,,130,60,2,1,3,4,15,17,62,
11408,CAMP,2016,Hybrid,1,3,,,4,39,Wu10802R,8,We05407,121,Wu10802R x We05407,,,100,40,,,4,3,16,15,55,
11409,CAMP,2016,Hybrid,1,3,,,1,3,We02406,17,We08413,42,We02406 x We08413,,,100,40,4,2,2,3,15,14,64,
11410,CAMP,2016,Hybrid,1,3,,,3,18,We08417,27,We1095407-4,98,We08417 x We1095407-4,,,120,30,3,3,5,1,13,16,62,
11411,CAMP,2016,Hybrid,1,3,,,3,37,Wu04819,25,We09426,112,Wu04819 x We09426,,,115,40,1,3,1,4,17,19,62,
11412,CAMP,2016,Hybrid,1,3,,,1,36,Wu04806,17,We08413,62,Wu04806 x We08413,,,80,15,1,2,2,2,16,16,61,
11413,CAMP,2016,Hybrid,1,3,,,,,,,,143,Temptation,Check,,115,30,4,2,3,4,15,17,58,
11414,CAMP,2016,Hybrid,1,3,,,4,28,We11401,11,We06410,132,We11401 x We06410,,,110,30,1,3,2,3,15,17,61,
11415,CAMP,2016,Hybrid,1,3,,,4,26,We1095407-2,21,We09404,129,We1095407-2 x We09404,,,100,25,2,2,4,1,14,16,61,
11416,CAMP,2016,Hybrid,1,3,,,1,38,Wu07812,32,We11408,60,Wu07812 x We11408,,,115,20,1,2,3,1,14,17,59,
11417,CAMP,2016,Hybrid,1,3,,,2,1,We01403,5,We03418b,66,We01403 x We03418b,,,140,50,1,2,4,4,16,17,61,
11418,CAMP,2016,Hybrid,1,3,,,4,26,We1095407-2,11,We06410,127,We1095407-2 x We06410,,,100,25,1,3,4,1,14,15,60,
11419,CAMP,2016,Hybrid,1,3,,,2,1,We01403,14,We08407,67,We01403 x We08407,,,125,30,3,3,5,1,15,18,61,
11420,CAMP,2016,Hybrid,1,3,,,2,33,We11409,29,We11403,89,We11409 x We11403,,,120,40,,,3,2,16,17,62,
11421,CAMP,2016,Hybrid,1,3,,,,,,,,141,Ambrosia,Check,,100,30,3,4,1,2,16,18,62,
11422,CAMP,2016,Hybrid,1,3,,,,,,,,142,Who Gets Kissed?,Check,,130,40,3,4,3,2,15,16,64,
11423,CAMP,2016,Hybrid,1,3,,,1,3,We02406,32,We11408,45,We02406 x We11408,,,90,25,5,4,2,3,16,18,62,
11424,CAMP,2016,Hybrid,1,3,,,1,38,Wu07812,40,Wu10803R,59,Wu07812 x Wu10803R,,,115,30,2,1,2,3,14,16,61,
11425,CAMP,2016,Hybrid,1,3,,,1,7,We05401,6,We04401,51,We05401 x We04401,,,85,30,2,2,2,3,16,16,58,
11426,CAMP,2016,Hybrid,1,3,,,3,20,We09403,10,We06409b,101,We09403 x We06409b,,,115,40,3,2,2,1,14,16,61,
11427,CAMP,2016,Hybrid,1,3,,,2,9,We05410,29,We11403,74,We05410 x We11403,,,115,40,5,4,2,1,15,14,60,
11428,CAMP,2016,Hybrid,1,3,,,1,36,Wu04806,32,We11408,65,Wu04806 x We11408,,,110,20,2,3,4,1,15,15,61,
11429,CAMP,2016,Hybrid,1,3,,,1,36,Wu04806,22,We09415,63,Wu04806 x We09415,,,115,30,3,2,4,1,15,16,61,
11430,CAMP,2016,Hybrid,1,3,,,3,37,Wu04819,10,We06409b,111,Wu04819 x We06409b,,,100,30,2,3,3,1,16,16,62,
11501,CAMP,2016,Hybrid,1,4,,,3,23,We09418,35,We12401,110,We09418 x We12401,,,80,10,4,3,2,2,15,19,57,
11502,CAMP,2016,Hybrid,1,4,,,3,20,We09403,35,We12401,105,We09403 x We12401,,,110,20,,,2,1,15,15,62,
11503,CAMP,2016,Hybrid,1,4,,,4,31,We11407,24,We09423a,140,We11407 x We09423a,,,95,25,2,1,,,,,58,
11504,CAMP,2016,Hybrid,1,4,,,3,16,We08411,27,We1095407-4,93,We08411 x We1095407-4,,,140,40,,,3,2,14,16,63,
11505,CAMP,2016,Hybrid,1,4,,,4,31,We11407,8,We05407,136,We11407 x We05407,,,70,10,3,2,,,,,56,
11506,CAMP,2016,Hybrid,1,4,,,1,38,Wu07812,6,We04401,56,Wu07812 x We04401,,,110,20,1,1,5,1,15,16,61,
11507,CAMP,2016,Hybrid,1,4,,,2,33,We11409,5,We03418b,86,We11409 x We03418b,,,110,20,5,2,3,3,16,15,62,
11508,CAMP,2016,Hybrid,1,4,,,3,20,We09403,30,We11406,104,We09403 x We11406,,,100,20,3,3,3,3,15,15,57,
11509,CAMP,2016,Hybrid,1,4,,,,,,,,141,Ambrosia,Check,,110,30,4,4,1,2,15,20,61,
11510,CAMP,2016,Hybrid,1,4,,,,,,,,144,Tuxana,Check,,130,35,1,2,3,2,15,21,62,
11511,CAMP,2016,Hybrid,1,4,,,4,31,We11407,13,We07403b,138,We11407 x We07403b,,,90,20,1,2,2,4,16,21,55,
11512,CAMP,2016,Hybrid,1,4,,,,,,,,142,Who Gets Kissed?,Check,,90,25,3,4,3,1,14,18,66,
11513,CAMP,2016,Hybrid,1,4,,,2,15,We08408,5,We03418b,81,We08408 x We03418b,,,100,30,3,2,1,2,15,16,58,
11514,CAMP,2016,Hybrid,1,4,,,3,23,We09418,10,We06409b,107,We09418 x We09426,,,100,30,4,2,2,3,15,17,61,
11515,CAMP,2016,Hybrid,1,4,,,4,28,We11401,8,We05407,131,We11401 x We05407,,,110,35,2,2,3,3,17,15,56,
11516,CAMP,2016,Hybrid,1,4,,,2,9,We05410,14,We08407,72,We05410 x We08407,,,100,30,5,3,4,1,16,18,55,
11517,CAMP,2016,Hybrid,1,4,,,1,4,We03418a,22,We09415,48,We03418a x We09415,,,130,40,3,1,3,3,15,16,59,
11518,CAMP,2016,Hybrid,1,4,,,2,1,We01403,19,We08421a,68,We01403 x We08421a,,,120,50,3,1,5,1,17,16,64,
11519,CAMP,2016,Hybrid,1,4,,,1,4,We03418a,17,We08413,47,We03418a x We08413,,,110,35,5,2,3,2,17,16,62,
11520,CAMP,2016,Hybrid,1,4,,,4,31,We11407,11,We06410,137,We11407 x We06410,,,100,30,4,2,3,1,15,19,58,
11521,CAMP,2016,Hybrid,1,4,,,2,12,We07403a,29,We11403,79,We07403a x We11403,,,95,30,1,3,1,1,15,16,60,
11522,CAMP,2016,Hybrid,1,4,,,2,9,We05410,19,We08421a,73,We05410 x We08421a,,,100,40,4,3,5,1,16,17,57,
11523,CAMP,2016,Hybrid,1,4,,,2,33,We11409,19,We08421a,88,We11409 x We08421a,,,130,50,3,1,4,1,16,16,64,
11524,CAMP,2016,Hybrid,1,4,,,3,37,Wu04819,35,We12401,115,Wu04819 x We12401,,,120,35,4,2,1,2,15,16,62,
11525,CAMP,2016,Hybrid,1,4,,,,,,,,143,Temptation,Check,,110,30,3,2,3,3,15,16,59,
11526,CAMP,2016,Hybrid,1,4,,,4,39,Wu10802R,24,We09423a,125,Wu10802R x We09423a,,,120,40,2,3,5,3,15,16,58,
11527,CAMP,2016,Hybrid,1,4,,,,,,,,145,Top Hat,Check,,110,30,,,5,4,13,16,62,
11528,CAMP,2016,Hybrid,1,4,,,3,18,We08417,30,We11406,99,We08417 x We11406,,,100,20,3,,3,2,16,16,62,
11529,CAMP,2016,Hybrid,1,4,,,1,38,Wu07812,17,We08413,57,Wu07812 x We08413,,,90,15,1,2,4,2,15,16,60,
11530,CAMP,2016,Hybrid,1,4,,,2,15,We08408,19,We08421a,83,We08408 x We08421a,,,100,25,2,4,3,1,15,14,61,
11601,CAMP,2016,Hybrid,2,5,,,3,18,We08417,27,We1095407-4,98,We08417 x We1095407-4,,,120,50,2,2,3,1,14,16,62,
11602,CAMP,2016,Hybrid,2,5,,,1,3,We02406,40,Wu10803R,44,We02406 x Wu10803R,,,130,40,2,3,3,1,14,16,64,
11603,CAMP,2016,Hybrid,2,5,,,3,37,Wu04819,10,We06409b,111,Wu04819 x We06409b,,,105,25,1,3,2,1,14,16,62,
11604,CAMP,2016,Hybrid,2,5,,,4,39,Wu10802R,24,We09423a,125,Wu10802R x We09423a,,,120,40,1,1,5,1,16,20,58,
11605,CAMP,2016,Hybrid,2,5,,,1,4,We03418a,32,We11408,50,We03418a x We11408,,,90,30,3,1,2,2,15,18,62,
11606,CAMP,2016,Hybrid,2,5,,,,,,,,141,Ambrosia,Check,,110,25,2,4,1,3,16,18,61,
11607,CAMP,2016,Hybrid,2,5,,,2,15,We08408,14,We08407,82,We08408 x We08407,,,80,20,2,2,3,4,14,12,56,
11608,CAMP,2016,Hybrid,2,5,,,3,37,Wu04819,30,We11406,114,Wu04819 x We11406,,,90,25,1,2,2,1,16,15,59,
11609,CAMP,2016,Hybrid,2,5,,,2,12,We07403a,29,We11403,79,We07403a x We11403,,,80,30,1,2,1,1,15,18,60,
11610,CAMP,2016,Hybrid,2,5,,,4,31,We11407,21,We09404,139,We11407 x We09404,,,70,15,4,3,4,1,15,17,57,
11611,CAMP,2016,Hybrid,2,5,,,,,,,,143,Temptation,Check,,115,45,5,3,2,2,14,15,58,
11612,CAMP,2016,Hybrid,2,5,,,4,26,We1095407-2,13,We07403b,128,We1095407-2 x We07403b,,,105,30,1,2,1,2,16,19,59,
11613,CAMP,2016,Hybrid,2,5,,,,,,,,145,Top Hat,Check,,110,30,,,3,3,13,15,63,
11614,CAMP,2016,Hybrid,2,5,,,4,31,We11407,13,We07403b,138,We11407 x We07403b,,,85,30,,,1,3,17,19,55,
11615,CAMP,2016,Hybrid,2,5,,,2,33,We11409,14,We08407,87,We11409 x We08407,,,105,30,1,3,5,2,14,14,61,
11616,CAMP,2016,Hybrid,2,5,,,1,7,We05401,40,Wu10803R,54,We05401 x Wu10803R,,,110,30,,,4,3,14,14,60,
11617,CAMP,2016,Hybrid,2,5,,,3,23,We09418,10,We06409b,107,We09418 x We09426,,,100,25,2,2,3,1,14,13,60,
11618,CAMP,2016,Hybrid,2,5,,,1,36,Wu04806,6,We04401,61,Wu04806 x We04401,,,90,15,1,3,3,1,15,16,62,
11619,CAMP,2016,Hybrid,2,5,,,1,3,We02406,32,We11408,45,We02406 x We11408,,,100,40,,,2,1,16,17,64,
11620,CAMP,2016,Hybrid,2,5,,,3,37,Wu04819,25,We09426,112,Wu04819 x We09426,,,120,40,1,3,1,2,15,16,62,
11621,CAMP,2016,Hybrid,2,5,,,2,15,We08408,34,We11416,85,We08408 x We11416,,,110,40,1,2,4,2,15,14,61,
11622,CAMP,2016,Hybrid,2,5,,,,,,,,142,Who Gets Kissed?,Check,,110,40,4,5,4,2,15,18,64,
11623,CAMP,2016,Hybrid,2,5,,,,,,,,144,Tuxana,Check,,120,60,4,4,3,5,13,17,64,
11624,CAMP,2016,Hybrid,2,5,,,4,39,Wu10802R,8,We05407,121,Wu10802R x We05407,,,100,30,,,5,2,15,16,55,
11625,CAMP,2016,Hybrid,2,5,,,1,7,We05401,32,We11408,55,We05401 x We11408,,,80,20,2,3,5,2,15,17,57,
11626,CAMP,2016,Hybrid,2,5,,,1,7,We05401,17,We08413,52,We05401 x We08413,,,50,10,2,2,5,3,14,14,56,
11627,CAMP,2016,Hybrid,2,5,,,4,28,We11401,21,We09404,134,We11401 x We09404,,,95,35,3,2,2,3,15,17,62,
11628,CAMP,2016,Hybrid,2,5,,,2,12,We07403a,34,We11416,80,We07403a x We11416,,,105,30,1,2,3,3,15,18,61,
11629,CAMP,2016,Hybrid,2,5,,,3,37,Wu04819,35,We12401,115,Wu04819 x We12401,,,110,30,3,2,2,2,16,18,60,
11630,CAMP,2016,Hybrid,2,5,,,3,23,We09418,27,We1095407-4,108,We09418 x We1095407-4,,,120,40,3,2,3,5,15,19,61,
11701,CAMP,2016,Hybrid,2,6,,,4,2,We02402,24,We09423a,120,We02402 x We09423a,,,120,40,2,2,5,2,14,18,60,
11702,CAMP,2016,Hybrid,2,6,,,2,33,We11409,34,We11416,90,We11409 x We11416,,,130,40,3,3,5,2,14,14,64,
11703,CAMP,2016,Hybrid,2,6,,,,,,,,145,Top Hat,Check,,100,30,1,2,4,2,13,15,60,
11704,CAMP,2016,Hybrid,2,6,,,1,38,Wu07812,6,We04401,56,Wu07812 x We04401,,,105,40,1,2,2,2,15,16,62,
11705,CAMP,2016,Hybrid,2,6,,,4,28,We11401,8,We05407,131,We11401 x We05407,,,90,25,2,2,4,4,15,14,56,
11706,CAMP,2016,Hybrid,2,6,,,2,12,We07403a,5,We03418b,76,We07403a x We03418b,,,95,20,4,3,2,2,16,18,56,
11707,CAMP,2016,Hybrid,2,6,,,1,36,Wu04806,22,We09415,63,Wu04806 x We09415,,,100,35,3,1,3,2,16,17,61,
11708,CAMP,2016,Hybrid,2,6,,,,,,,,141,Ambrosia,Check,,120,25,3,3,2,1,16,16,62,
11709,CAMP,2016,Hybrid,2,6,,,3,16,We08411,35,We12401,95,We08411 x We12401,,,110,30,4,1,,,,,60,
11710,CAMP,2016,Hybrid,2,6,,,2,15,We08408,5,We03418b,81,We08408 x We03418b,,,100,30,5,2,2,1,16,15,57,
11711,CAMP,2016,Hybrid,2,6,,,4,39,Wu10802R,21,We09404,124,Wu10802R x We09404,,,110,40,1,2,5,3,16,16,61,
11712,CAMP,2016,Hybrid,2,6,,,2,12,We07403a,14,We08407,77,We07403a x We08407,,,90,20,,,3,3,14,18,57,
11713,CAMP,2016,Hybrid,2,6,,,3,23,We09418,30,We11406,109,We09418 x We11406,,,85,25,4,2,1,2,15,17,57,
11714,CAMP,2016,Hybrid,2,6,,,4,28,We11401,24,We09423a,135,We11401 x We09423a,,,120,40,1,3,5,2,16,16,61,
11715,CAMP,2016,Hybrid,2,6,,,2,1,We01403,29,We11403,69,We01403 x We11403,,,130,40,4,3,5,2,14,14,64,
11716,CAMP,2016,Hybrid,2,6,,,4,2,We02402,11,We06410,117,We02402 x We06410,,,120,35,2,3,2,1,14,18,63,
11717,CAMP,2016,Hybrid,2,6,,,,,,,,143,Temptation,Check,,105,35,3,3,3,3,16,18,60,
11718,CAMP,2016,Hybrid,2,6,,,,,,,,142,Who Gets Kissed?,Check,,140,50,5,5,2,1,13,18,64,
11719,CAMP,2016,Hybrid,2,6,,,1,4,We03418a,6,We04401,46,We03418a x We04401,,,100,30,2,1,2,2,17,17,57,
11720,CAMP,2016,Hybrid,2,6,,,1,4,We03418a,22,We09415,48,We03418a x We09415,,,110,30,4,3,3,2,16,16,61,
11721,CAMP,2016,Hybrid,2,6,,,3,20,We09403,35,We12401,105,We09403 x We12401,,,90,20,2,4,1,3,14,16,60,
11722,CAMP,2016,Hybrid,2,6,,,4,26,We1095407-2,11,We06410,127,We1095407-2 x We06410,,,105,20,1,3,4,1,14,17,63,
11723,CAMP,2016,Hybrid,2,6,,,1,38,Wu07812,17,We08413,57,Wu07812 x We08413,,,90,20,1,1,4,1,15,13,61,
11724,CAMP,2016,Hybrid,2,6,,,3,20,We09403,30,We11406,104,We09403 x We11406,,,105,20,4,2,4,3,15,12,59,
11725,CAMP,2016,Hybrid,2,6,,,,,,,,144,Tuxana,Check,,100,40,4,2,5,3,13,18,66,
11726,CAMP,2016,Hybrid,2,6,,,4,31,We11407,11,We06410,137,We11407 x We06410,,,100,30,2,2,1,2,15,16,56,
11727,CAMP,2016,Hybrid,2,6,,,1,38,Wu07812,32,We11408,60,Wu07812 x We11408,,,120,25,3,3,3,2,16,19,62,
11728,CAMP,2016,Hybrid,2,6,,,1,38,Wu07812,22,We09415,58,Wu07812 x We09415,,,120,35,1,4,4,2,15,18,60,
11729,CAMP,2016,Hybrid,2,6,,,2,9,We05410,34,We11416,75,We05410 x We11416,,,130,40,1,2,,,,,58,
11730,CAMP,2016,Hybrid,2,6,,,2,1,We01403,5,We03418b,66,We01403 x We03418b,,,150,40,2,2,4,3,16,15,61,
11801,CAMP,2016,Hybrid,2,7,,,,,,,,142,Who Gets Kissed?,Check,,125,50,3,5,4,3,15,14,66,
11802,CAMP,2016,Hybrid,2,7,,,1,4,We03418a,17,We08413,47,We03418a x We08413,,,105,25,5,4,4,2,15,15,62,
11803,CAMP,2016,Hybrid,2,7,,,4,28,We11401,11,We06410,132,We11401 x We06410,,,120,35,,,3,3,16,16,62,
11804,CAMP,2016,Hybrid,2,7,,,,,,,,141,Ambrosia,Check,,130,20,,,3,1,15,14,63,
11805,CAMP,2016,Hybrid,2,7,,,,,,,,143,Temptation,Check,,120,35,3,4,,,,,59,
11806,CAMP,2016,Hybrid,2,7,,,2,15,We08408,19,We08421a,83,We08408 x We08421a,,,90,20,5,3,4,1,14,15,61,
11807,CAMP,2016,Hybrid,2,7,,,3,16,We08411,10,We06409b,91,We08411 x We06409b,,,105,25,,,2,4,15,17,59,
11808,CAMP,2016,Hybrid,2,7,,,1,3,We02406,17,We08413,42,We02406 x We08413,,,100,35,,,3,5,15,16,64,
11809,CAMP,2016,Hybrid,2,7,,,,,,,,144,Tuxana,Check,,130,40,5,3,,,,,62,
11810,CAMP,2016,Hybrid,2,7,,,1,3,We02406,6,We04401,41,We02406 x We04401,,,90,25,3,3,2,3,14,13,,
11811,CAMP,2016,Hybrid,2,7,,,4,26,We1095407-2,8,We05407,126,We1095407-2 x We05407,,,105,30,2,1,,,,,55,
11812,CAMP,2016,Hybrid,2,7,,,2,9,We05410,19,We08421a,73,We05410 x We08421a,,,100,30,5,3,,,,,56,
11813,CAMP,2016,Hybrid,2,7,,,4,28,We11401,13,We07403b,133,We11401 x We07403b,,,100,30,1,2,,,,,62,
11814,CAMP,2016,Hybrid,2,7,,,,,,,,145,Top Hat,Check,,120,40,,,,,,,63,
11815,CAMP,2016,Hybrid,2,7,,,2,1,We01403,19,We08421a,68,We01403 x We08421a,,,140,50,2,2,,,,,62,
11816,CAMP,2016,Hybrid,2,7,,,2,9,We05410,29,We11403,74,We05410 x We11403,,,120,30,3,3,,,,,59,
11817,CAMP,2016,Hybrid,2,7,,,3,18,We08417,25,We09426,97,We08417 x We09426,,,110,30,1,2,2,3,15,19,63,
11818,CAMP,2016,Hybrid,2,7,,,1,7,We05401,6,We04401,51,We05401 x We04401,,,90,15,2,2,2,3,16,17,57,
11819,CAMP,2016,Hybrid,2,7,,,1,36,Wu04806,17,We08413,62,Wu04806 x We08413,,,80,20,2,2,4,2,15,15,60,
11820,CAMP,2016,Hybrid,2,7,,,3,20,We09403,10,We06409b,101,We09403 x We06409b,,,120,25,3,3,2,1,15,18,61,
11821,CAMP,2016,Hybrid,2,7,,,2,33,We11409,19,We08421a,88,We11409 x We08421a,,,110,40,3,2,4,1,16,17,64,
11822,CAMP,2016,Hybrid,2,7,,,3,23,We09418,35,We12401,110,We09418 x We12401,,,100,20,2,2,2,1,15,19,59,
11823,CAMP,2016,Hybrid,2,7,,,3,20,We09403,27,We1095407-4,103,We09403 x We1095407-4,,,140,60,,,2,3,15,17,63,
11824,CAMP,2016,Hybrid,2,7,,,1,3,We02406,22,We09415,43,We02406 x We09415,,,115,30,3,4,5,1,15,20,62,
11825,CAMP,2016,Hybrid,2,7,,,2,33,We11409,5,We03418b,86,We11409 x We03418b,,,95,30,5,2,3,5,17,17,62,
11826,CAMP,2016,Hybrid,2,7,,,1,36,Wu04806,40,Wu10803R,64,Wu04806 x Wu10803R,,,120,40,2,2,3,3,15,17,61,
11827,CAMP,2016,Hybrid,2,7,,,3,20,We09403,25,We09426,102,We09403 x We09426,,,100,25,3,3,1,3,15,18,61,
